origin,dest,t
1888,1532,1970-01-01T11:29:20Z
1900,1519,1970-01-01T11:29:20Z
1863,1532,1970-01-01T11:29:20Z
1460,1499,1970-01-01T11:29:20Z
1552,1527,1970-01-01T11:29:20Z
1659,1523,1970-01-01T11:29:20Z
1805,1912,1970-01-01T11:29:20Z
1828,1912,1970-01-01T11:29:20Z
1912,1532,1970-01-01T11:29:20Z
1688,1696,1970-01-01T11:29:20Z
1740,1761,1970-01-01T11:29:20Z
1790,1532,1970-01-01T11:29:20Z
1790,1805,1970-01-01T11:29:20Z
1805,1828,1970-01-01T11:29:20Z
1805,1532,1970-01-01T11:29:20Z
1828,1532,1970-01-01T11:29:20Z
1601,1920,1970-01-01T11:29:20Z
1617,1464,1970-01-01T11:29:20Z
1731,1828,1970-01-01T11:29:20Z
1688,1757,1970-01-01T11:29:20Z
1716,1848,1970-01-01T11:29:20Z
1742,1513,1970-01-01T11:29:20Z
1888,1916,1970-01-01T11:29:20Z
1912,1916,1970-01-01T11:29:20Z
1604,1616,1970-01-01T11:29:20Z
1696,1757,1970-01-01T11:29:20Z
1770,1842,1970-01-01T11:29:20Z
1916,1532,1970-01-01T11:29:20Z
1790,1828,1970-01-01T11:29:20Z
1731,1863,1970-01-01T11:29:20Z
1805,1863,1970-01-01T11:29:20Z
1790,1912,1970-01-01T11:29:20Z
1790,1863,1970-01-01T11:29:20Z
1805,1888,1970-01-01T11:29:20Z
1888,1912,1970-01-01T11:29:20Z
1863,1916,1970-01-01T11:29:20Z
1790,1888,1970-01-01T11:29:20Z
1863,1912,1970-01-01T11:29:20Z
1731,1888,1970-01-01T11:29:20Z
1731,1805,1970-01-01T11:29:20Z
1805,1916,1970-01-01T11:29:20Z
1828,1916,1970-01-01T11:29:20Z
1863,1888,1970-01-01T11:29:20Z
1731,1532,1970-01-01T11:29:20Z
1650,1762,1970-01-01T11:29:20Z
1668,1762,1970-01-01T11:29:20Z
1790,1916,1970-01-01T11:29:20Z
1731,1916,1970-01-01T11:29:20Z
1650,1668,1970-01-01T11:29:20Z
1537,1428,1970-01-01T11:29:40Z
1548,1516,1970-01-01T11:29:40Z
1549,1825,1970-01-01T11:29:40Z
1549,1599,1970-01-01T11:29:40Z
1550,1501,1970-01-01T11:29:40Z
1564,1470,1970-01-01T11:29:40Z
1573,1452,1970-01-01T11:29:40Z
1583,1523,1970-01-01T11:29:40Z
1599,1761,1970-01-01T11:29:40Z
1617,1857,1970-01-01T11:29:40Z
1628,1650,1970-01-01T11:29:40Z
1652,1747,1970-01-01T11:29:40Z
1700,1497,1970-01-01T11:29:40Z
1716,1871,1970-01-01T11:29:40Z
1731,1493,1970-01-01T11:29:40Z
1743,1857,1970-01-01T11:29:40Z
1743,1441,1970-01-01T11:29:40Z
1773,1527,1970-01-01T11:29:40Z
1790,1493,1970-01-01T11:29:40Z
1805,1493,1970-01-01T11:29:40Z
1828,1493,1970-01-01T11:29:40Z
1831,1523,1970-01-01T11:29:40Z
1863,1493,1970-01-01T11:29:40Z
1888,1493,1970-01-01T11:29:40Z
1912,1493,1970-01-01T11:29:40Z
1916,1493,1970-01-01T11:29:40Z
1426,1459,1970-01-01T11:29:40Z
1431,1516,1970-01-01T11:29:40Z
1493,1532,1970-01-01T11:29:40Z
1538,1493,1970-01-01T11:29:40Z
1543,1634,1970-01-01T11:29:40Z
1549,1696,1970-01-01T11:29:40Z
1549,1553,1970-01-01T11:29:40Z
1549,1688,1970-01-01T11:29:40Z
1549,1757,1970-01-01T11:29:40Z
1613,1437,1970-01-01T11:29:40Z
1628,1428,1970-01-01T11:29:40Z
1628,1762,1970-01-01T11:29:40Z
1628,1668,1970-01-01T11:29:40Z
1655,1676,1970-01-01T11:29:40Z
1655,1740,1970-01-01T11:29:40Z
1888,1532,1970-01-01T11:29:40Z
1900,1519,1970-01-01T11:29:40Z
1460,1525,1970-01-01T11:29:40Z
1500,1511,1970-01-01T11:29:40Z
1512,1531,1970-01-01T11:29:40Z
1591,1858,1970-01-01T11:29:40Z
1825,1525,1970-01-01T11:29:40Z
1863,1532,1970-01-01T11:29:40Z
1460,1499,1970-01-01T11:29:40Z
1552,1527,1970-01-01T11:29:40Z
1659,1523,1970-01-01T11:29:40Z
1805,1912,1970-01-01T11:29:40Z
1558,1468,1970-01-01T11:29:40Z
1828,1912,1970-01-01T11:29:40Z
1912,1532,1970-01-01T11:29:40Z
1676,1740,1970-01-01T11:29:40Z
1688,1696,1970-01-01T11:29:40Z
1740,1761,1970-01-01T11:29:40Z
1790,1532,1970-01-01T11:29:40Z
1790,1805,1970-01-01T11:29:40Z
1805,1828,1970-01-01T11:29:40Z
1805,1532,1970-01-01T11:29:40Z
1828,1532,1970-01-01T11:29:40Z
1601,1920,1970-01-01T11:29:40Z
1617,1464,1970-01-01T11:29:40Z
1676,1761,1970-01-01T11:29:40Z
1731,1828,1970-01-01T11:29:40Z
1828,1888,1970-01-01T11:29:40Z
1688,1757,1970-01-01T11:29:40Z
1716,1848,1970-01-01T11:29:40Z
1742,1513,1970-01-01T11:29:40Z
1731,1912,1970-01-01T11:29:40Z
1888,1916,1970-01-01T11:29:40Z
1912,1916,1970-01-01T11:29:40Z
1604,1616,1970-01-01T11:29:40Z
1696,1757,1970-01-01T11:29:40Z
1770,1842,1970-01-01T11:29:40Z
1916,1532,1970-01-01T11:29:40Z
1790,1828,1970-01-01T11:29:40Z
1731,1863,1970-01-01T11:29:40Z
1805,1863,1970-01-01T11:29:40Z
1790,1912,1970-01-01T11:29:40Z
1731,1790,1970-01-01T11:29:40Z
1790,1863,1970-01-01T11:29:40Z
1805,1888,1970-01-01T11:29:40Z
1888,1912,1970-01-01T11:29:40Z
1863,1916,1970-01-01T11:29:40Z
1790,1888,1970-01-01T11:29:40Z
1863,1912,1970-01-01T11:29:40Z
1731,1888,1970-01-01T11:29:40Z
1731,1805,1970-01-01T11:29:40Z
1805,1916,1970-01-01T11:29:40Z
1828,1916,1970-01-01T11:29:40Z
1863,1888,1970-01-01T11:29:40Z
1731,1532,1970-01-01T11:29:40Z
1650,1762,1970-01-01T11:29:40Z
1668,1762,1970-01-01T11:29:40Z
1790,1916,1970-01-01T11:29:40Z
1731,1916,1970-01-01T11:29:40Z
1650,1668,1970-01-01T11:29:40Z
1537,1688,1970-01-01T11:30:00Z
1538,1493,1970-01-01T11:30:00Z
1543,1634,1970-01-01T11:30:00Z
1549,1696,1970-01-01T11:30:00Z
1549,1553,1970-01-01T11:30:00Z
1549,1688,1970-01-01T11:30:00Z
1549,1757,1970-01-01T11:30:00Z
1568,1535,1970-01-01T11:30:00Z
1592,1458,1970-01-01T11:30:00Z
1599,1688,1970-01-01T11:30:00Z
1599,1523,1970-01-01T11:30:00Z
1608,1530,1970-01-01T11:30:00Z
1613,1437,1970-01-01T11:30:00Z
1628,1428,1970-01-01T11:30:00Z
1628,1762,1970-01-01T11:30:00Z
1628,1668,1970-01-01T11:30:00Z
1641,1858,1970-01-01T11:30:00Z
1655,1676,1970-01-01T11:30:00Z
1655,1740,1970-01-01T11:30:00Z
1700,1452,1970-01-01T11:30:00Z
1767,1840,1970-01-01T11:30:00Z
1831,1529,1970-01-01T11:30:00Z
1888,1532,1970-01-01T11:30:00Z
1900,1519,1970-01-01T11:30:00Z
1460,1525,1970-01-01T11:30:00Z
1465,1501,1970-01-01T11:30:00Z
1499,1525,1970-01-01T11:30:00Z
1500,1511,1970-01-01T11:30:00Z
1512,1531,1970-01-01T11:30:00Z
1537,1668,1970-01-01T11:30:00Z
1555,1533,1970-01-01T11:30:00Z
1556,1523,1970-01-01T11:30:00Z
1569,1520,1970-01-01T11:30:00Z
1591,1858,1970-01-01T11:30:00Z
1603,1449,1970-01-01T11:30:00Z
1700,1528,1970-01-01T11:30:00Z
1825,1525,1970-01-01T11:30:00Z
1863,1532,1970-01-01T11:30:00Z
1460,1499,1970-01-01T11:30:00Z
1541,1555,1970-01-01T11:30:00Z
1552,1527,1970-01-01T11:30:00Z
1573,1523,1970-01-01T11:30:00Z
1587,1535,1970-01-01T11:30:00Z
1659,1523,1970-01-01T11:30:00Z
1805,1912,1970-01-01T11:30:00Z
1831,1499,1970-01-01T11:30:00Z
1496,1505,1970-01-01T11:30:00Z
1537,1628,1970-01-01T11:30:00Z
1558,1468,1970-01-01T11:30:00Z
1828,1912,1970-01-01T11:30:00Z
1912,1532,1970-01-01T11:30:00Z
1676,1740,1970-01-01T11:30:00Z
1688,1696,1970-01-01T11:30:00Z
1740,1761,1970-01-01T11:30:00Z
1790,1532,1970-01-01T11:30:00Z
1790,1805,1970-01-01T11:30:00Z
1805,1828,1970-01-01T11:30:00Z
1805,1532,1970-01-01T11:30:00Z
1828,1532,1970-01-01T11:30:00Z
1563,1592,1970-01-01T11:30:00Z
1601,1920,1970-01-01T11:30:00Z
1617,1464,1970-01-01T11:30:00Z
1676,1761,1970-01-01T11:30:00Z
1731,1828,1970-01-01T11:30:00Z
1828,1888,1970-01-01T11:30:00Z
1688,1757,1970-01-01T11:30:00Z
1716,1848,1970-01-01T11:30:00Z
1742,1513,1970-01-01T11:30:00Z
1731,1912,1970-01-01T11:30:00Z
1888,1916,1970-01-01T11:30:00Z
1912,1916,1970-01-01T11:30:00Z
1604,1616,1970-01-01T11:30:00Z
1696,1757,1970-01-01T11:30:00Z
1770,1842,1970-01-01T11:30:00Z
1916,1532,1970-01-01T11:30:00Z
1790,1828,1970-01-01T11:30:00Z
1731,1863,1970-01-01T11:30:00Z
1805,1863,1970-01-01T11:30:00Z
1790,1912,1970-01-01T11:30:00Z
1731,1790,1970-01-01T11:30:00Z
1790,1863,1970-01-01T11:30:00Z
1805,1888,1970-01-01T11:30:00Z
1888,1912,1970-01-01T11:30:00Z
1863,1916,1970-01-01T11:30:00Z
1790,1888,1970-01-01T11:30:00Z
1863,1912,1970-01-01T11:30:00Z
1731,1888,1970-01-01T11:30:00Z
1731,1805,1970-01-01T11:30:00Z
1805,1916,1970-01-01T11:30:00Z
1828,1916,1970-01-01T11:30:00Z
1863,1888,1970-01-01T11:30:00Z
1731,1532,1970-01-01T11:30:00Z
1650,1762,1970-01-01T11:30:00Z
1668,1762,1970-01-01T11:30:00Z
1790,1916,1970-01-01T11:30:00Z
1731,1916,1970-01-01T11:30:00Z
1650,1668,1970-01-01T11:30:00Z
1537,1668,1970-01-01T11:30:20Z
1544,1573,1970-01-01T11:30:20Z
1546,1779,1970-01-01T11:30:20Z
1552,1562,1970-01-01T11:30:20Z
1555,1533,1970-01-01T11:30:20Z
1556,1523,1970-01-01T11:30:20Z
1569,1520,1970-01-01T11:30:20Z
1587,1458,1970-01-01T11:30:20Z
1591,1858,1970-01-01T11:30:20Z
1603,1449,1970-01-01T11:30:20Z
1606,1496,1970-01-01T11:30:20Z
1700,1528,1970-01-01T11:30:20Z
1743,1441,1970-01-01T11:30:20Z
1761,1770,1970-01-01T11:30:20Z
1825,1525,1970-01-01T11:30:20Z
1831,1460,1970-01-01T11:30:20Z
1863,1532,1970-01-01T11:30:20Z
1458,1535,1970-01-01T11:30:20Z
1459,1520,1970-01-01T11:30:20Z
1460,1499,1970-01-01T11:30:20Z
1470,1513,1970-01-01T11:30:20Z
1523,1525,1970-01-01T11:30:20Z
1541,1555,1970-01-01T11:30:20Z
1552,1527,1970-01-01T11:30:20Z
1573,1523,1970-01-01T11:30:20Z
1587,1535,1970-01-01T11:30:20Z
1659,1523,1970-01-01T11:30:20Z
1805,1912,1970-01-01T11:30:20Z
1828,1863,1970-01-01T11:30:20Z
1831,1499,1970-01-01T11:30:20Z
1496,1505,1970-01-01T11:30:20Z
1537,1628,1970-01-01T11:30:20Z
1537,1762,1970-01-01T11:30:20Z
1558,1468,1970-01-01T11:30:20Z
1828,1912,1970-01-01T11:30:20Z
1912,1532,1970-01-01T11:30:20Z
1676,1740,1970-01-01T11:30:20Z
1688,1696,1970-01-01T11:30:20Z
1740,1761,1970-01-01T11:30:20Z
1790,1532,1970-01-01T11:30:20Z
1790,1805,1970-01-01T11:30:20Z
1805,1828,1970-01-01T11:30:20Z
1805,1532,1970-01-01T11:30:20Z
1828,1532,1970-01-01T11:30:20Z
1563,1592,1970-01-01T11:30:20Z
1601,1920,1970-01-01T11:30:20Z
1617,1464,1970-01-01T11:30:20Z
1676,1761,1970-01-01T11:30:20Z
1731,1828,1970-01-01T11:30:20Z
1828,1888,1970-01-01T11:30:20Z
1688,1757,1970-01-01T11:30:20Z
1716,1848,1970-01-01T11:30:20Z
1603,1531,1970-01-01T11:30:20Z
1742,1513,1970-01-01T11:30:20Z
1731,1912,1970-01-01T11:30:20Z
1888,1916,1970-01-01T11:30:20Z
1912,1916,1970-01-01T11:30:20Z
1604,1616,1970-01-01T11:30:20Z
1696,1757,1970-01-01T11:30:20Z
1770,1842,1970-01-01T11:30:20Z
1916,1532,1970-01-01T11:30:20Z
1790,1828,1970-01-01T11:30:20Z
1731,1863,1970-01-01T11:30:20Z
1805,1863,1970-01-01T11:30:20Z
1790,1912,1970-01-01T11:30:20Z
1731,1790,1970-01-01T11:30:20Z
1790,1863,1970-01-01T11:30:20Z
1805,1888,1970-01-01T11:30:20Z
1888,1912,1970-01-01T11:30:20Z
1863,1916,1970-01-01T11:30:20Z
1790,1888,1970-01-01T11:30:20Z
1863,1912,1970-01-01T11:30:20Z
1731,1888,1970-01-01T11:30:20Z
1731,1805,1970-01-01T11:30:20Z
1805,1916,1970-01-01T11:30:20Z
1828,1916,1970-01-01T11:30:20Z
1863,1888,1970-01-01T11:30:20Z
1731,1532,1970-01-01T11:30:20Z
1650,1762,1970-01-01T11:30:20Z
1668,1762,1970-01-01T11:30:20Z
1790,1916,1970-01-01T11:30:20Z
1731,1916,1970-01-01T11:30:20Z
1650,1668,1970-01-01T11:30:20Z
1537,1757,1970-01-01T11:30:40Z
1538,1888,1970-01-01T11:30:40Z
1538,1916,1970-01-01T11:30:40Z
1538,1805,1970-01-01T11:30:40Z
1541,1555,1970-01-01T11:30:40Z
1544,1831,1970-01-01T11:30:40Z
1549,1757,1970-01-01T11:30:40Z
1550,1630,1970-01-01T11:30:40Z
1552,1527,1970-01-01T11:30:40Z
1553,1599,1970-01-01T11:30:40Z
1554,1528,1970-01-01T11:30:40Z
1554,1700,1970-01-01T11:30:40Z
1554,1463,1970-01-01T11:30:40Z
1559,1700,1970-01-01T11:30:40Z
1573,1523,1970-01-01T11:30:40Z
1587,1535,1970-01-01T11:30:40Z
1599,1696,1970-01-01T11:30:40Z
1599,1688,1970-01-01T11:30:40Z
1599,1757,1970-01-01T11:30:40Z
1613,1700,1970-01-01T11:30:40Z
1626,1857,1970-01-01T11:30:40Z
1655,1688,1970-01-01T11:30:40Z
1655,1831,1970-01-01T11:30:40Z
1659,1523,1970-01-01T11:30:40Z
1757,1499,1970-01-01T11:30:40Z
1761,1831,1970-01-01T11:30:40Z
1805,1912,1970-01-01T11:30:40Z
1828,1863,1970-01-01T11:30:40Z
1831,1499,1970-01-01T11:30:40Z
1900,1519,1970-01-01T11:30:40Z
1496,1505,1970-01-01T11:30:40Z
1537,1628,1970-01-01T11:30:40Z
1543,1634,1970-01-01T11:30:40Z
1544,1583,1970-01-01T11:30:40Z
1568,1596,1970-01-01T11:30:40Z
1613,1459,1970-01-01T11:30:40Z
1767,1489,1970-01-01T11:30:40Z
1431,1516,1970-01-01T11:30:40Z
1470,1527,1970-01-01T11:30:40Z
1537,1762,1970-01-01T11:30:40Z
1558,1468,1970-01-01T11:30:40Z
1562,1641,1970-01-01T11:30:40Z
1562,1470,1970-01-01T11:30:40Z
1828,1912,1970-01-01T11:30:40Z
1912,1532,1970-01-01T11:30:40Z
1676,1740,1970-01-01T11:30:40Z
1688,1696,1970-01-01T11:30:40Z
1740,1761,1970-01-01T11:30:40Z
1790,1532,1970-01-01T11:30:40Z
1790,1805,1970-01-01T11:30:40Z
1805,1828,1970-01-01T11:30:40Z
1805,1532,1970-01-01T11:30:40Z
1828,1532,1970-01-01T11:30:40Z
1512,1531,1970-01-01T11:30:40Z
1563,1592,1970-01-01T11:30:40Z
1601,1920,1970-01-01T11:30:40Z
1617,1464,1970-01-01T11:30:40Z
1676,1761,1970-01-01T11:30:40Z
1731,1828,1970-01-01T11:30:40Z
1828,1888,1970-01-01T11:30:40Z
1688,1757,1970-01-01T11:30:40Z
1716,1848,1970-01-01T11:30:40Z
1603,1531,1970-01-01T11:30:40Z
1742,1513,1970-01-01T11:30:40Z
1731,1912,1970-01-01T11:30:40Z
1888,1916,1970-01-01T11:30:40Z
1912,1916,1970-01-01T11:30:40Z
1604,1616,1970-01-01T11:30:40Z
1696,1757,1970-01-01T11:30:40Z
1770,1842,1970-01-01T11:30:40Z
1460,1525,1970-01-01T11:30:40Z
1916,1532,1970-01-01T11:30:40Z
1499,1525,1970-01-01T11:30:40Z
1790,1828,1970-01-01T11:30:40Z
1731,1863,1970-01-01T11:30:40Z
1805,1863,1970-01-01T11:30:40Z
1790,1912,1970-01-01T11:30:40Z
1731,1790,1970-01-01T11:30:40Z
1790,1863,1970-01-01T11:30:40Z
1805,1888,1970-01-01T11:30:40Z
1888,1912,1970-01-01T11:30:40Z
1863,1916,1970-01-01T11:30:40Z
1790,1888,1970-01-01T11:30:40Z
1863,1912,1970-01-01T11:30:40Z
1731,1888,1970-01-01T11:30:40Z
1731,1805,1970-01-01T11:30:40Z
1805,1916,1970-01-01T11:30:40Z
1828,1916,1970-01-01T11:30:40Z
1863,1888,1970-01-01T11:30:40Z
1731,1532,1970-01-01T11:30:40Z
1650,1762,1970-01-01T11:30:40Z
1668,1762,1970-01-01T11:30:40Z
1790,1916,1970-01-01T11:30:40Z
1731,1916,1970-01-01T11:30:40Z
1650,1668,1970-01-01T11:30:40Z
1537,1628,1970-01-01T11:31:00Z
1539,1469,1970-01-01T11:31:00Z
1543,1634,1970-01-01T11:31:00Z
1544,1583,1970-01-01T11:31:00Z
1548,1590,1970-01-01T11:31:00Z
1548,1431,1970-01-01T11:31:00Z
1554,1448,1970-01-01T11:31:00Z
1554,1452,1970-01-01T11:31:00Z
1568,1596,1970-01-01T11:31:00Z
1582,1688,1970-01-01T11:31:00Z
1582,1676,1970-01-01T11:31:00Z
1591,1858,1970-01-01T11:31:00Z
1596,1879,1970-01-01T11:31:00Z
1603,1512,1970-01-01T11:31:00Z
1613,1459,1970-01-01T11:31:00Z
1747,1514,1970-01-01T11:31:00Z
1747,1871,1970-01-01T11:31:00Z
1767,1840,1970-01-01T11:31:00Z
1767,1489,1970-01-01T11:31:00Z
1431,1516,1970-01-01T11:31:00Z
1470,1527,1970-01-01T11:31:00Z
1537,1762,1970-01-01T11:31:00Z
1549,1553,1970-01-01T11:31:00Z
1555,1533,1970-01-01T11:31:00Z
1556,1825,1970-01-01T11:31:00Z
1558,1468,1970-01-01T11:31:00Z
1562,1641,1970-01-01T11:31:00Z
1562,1470,1970-01-01T11:31:00Z
1582,1761,1970-01-01T11:31:00Z
1603,1449,1970-01-01T11:31:00Z
1773,1527,1970-01-01T11:31:00Z
1828,1912,1970-01-01T11:31:00Z
1863,1532,1970-01-01T11:31:00Z
1888,1532,1970-01-01T11:31:00Z
1912,1532,1970-01-01T11:31:00Z
1449,1531,1970-01-01T11:31:00Z
1628,1762,1970-01-01T11:31:00Z
1676,1740,1970-01-01T11:31:00Z
1688,1696,1970-01-01T11:31:00Z
1740,1761,1970-01-01T11:31:00Z
1790,1532,1970-01-01T11:31:00Z
1790,1805,1970-01-01T11:31:00Z
1805,1828,1970-01-01T11:31:00Z
1805,1532,1970-01-01T11:31:00Z
1828,1532,1970-01-01T11:31:00Z
1512,1531,1970-01-01T11:31:00Z
1563,1592,1970-01-01T11:31:00Z
1601,1920,1970-01-01T11:31:00Z
1617,1464,1970-01-01T11:31:00Z
1676,1761,1970-01-01T11:31:00Z
1731,1828,1970-01-01T11:31:00Z
1828,1888,1970-01-01T11:31:00Z
1434,1469,1970-01-01T11:31:00Z
1628,1668,1970-01-01T11:31:00Z
1688,1757,1970-01-01T11:31:00Z
1716,1848,1970-01-01T11:31:00Z
1460,1499,1970-01-01T11:31:00Z
1603,1531,1970-01-01T11:31:00Z
1742,1513,1970-01-01T11:31:00Z
1731,1912,1970-01-01T11:31:00Z
1840,1489,1970-01-01T11:31:00Z
1888,1916,1970-01-01T11:31:00Z
1912,1916,1970-01-01T11:31:00Z
1604,1616,1970-01-01T11:31:00Z
1696,1757,1970-01-01T11:31:00Z
1770,1842,1970-01-01T11:31:00Z
1460,1525,1970-01-01T11:31:00Z
1916,1532,1970-01-01T11:31:00Z
1499,1525,1970-01-01T11:31:00Z
1790,1828,1970-01-01T11:31:00Z
1443,1523,1970-01-01T11:31:00Z
1731,1863,1970-01-01T11:31:00Z
1805,1863,1970-01-01T11:31:00Z
1790,1912,1970-01-01T11:31:00Z
1731,1790,1970-01-01T11:31:00Z
1790,1863,1970-01-01T11:31:00Z
1805,1888,1970-01-01T11:31:00Z
1888,1912,1970-01-01T11:31:00Z
1863,1916,1970-01-01T11:31:00Z
1790,1888,1970-01-01T11:31:00Z
1863,1912,1970-01-01T11:31:00Z
1731,1888,1970-01-01T11:31:00Z
1731,1805,1970-01-01T11:31:00Z
1805,1916,1970-01-01T11:31:00Z
1828,1916,1970-01-01T11:31:00Z
1863,1888,1970-01-01T11:31:00Z
1731,1532,1970-01-01T11:31:00Z
1650,1762,1970-01-01T11:31:00Z
1668,1762,1970-01-01T11:31:00Z
1790,1916,1970-01-01T11:31:00Z
1731,1916,1970-01-01T11:31:00Z
1650,1668,1970-01-01T11:31:00Z
1537,1762,1970-01-01T11:31:20Z
1537,1650,1970-01-01T11:31:20Z
1549,1553,1970-01-01T11:31:20Z
1555,1533,1970-01-01T11:31:20Z
1556,1825,1970-01-01T11:31:20Z
1558,1468,1970-01-01T11:31:20Z
1559,1840,1970-01-01T11:31:20Z
1559,1489,1970-01-01T11:31:20Z
1562,1641,1970-01-01T11:31:20Z
1562,1470,1970-01-01T11:31:20Z
1573,1443,1970-01-01T11:31:20Z
1573,1523,1970-01-01T11:31:20Z
1582,1761,1970-01-01T11:31:20Z
1582,1740,1970-01-01T11:31:20Z
1582,1500,1970-01-01T11:31:20Z
1603,1449,1970-01-01T11:31:20Z
1617,1441,1970-01-01T11:31:20Z
1619,1496,1970-01-01T11:31:20Z
1619,1505,1970-01-01T11:31:20Z
1655,1688,1970-01-01T11:31:20Z
1678,1847,1970-01-01T11:31:20Z
1773,1527,1970-01-01T11:31:20Z
1828,1863,1970-01-01T11:31:20Z
1828,1912,1970-01-01T11:31:20Z
1858,1470,1970-01-01T11:31:20Z
1863,1532,1970-01-01T11:31:20Z
1888,1532,1970-01-01T11:31:20Z
1900,1519,1970-01-01T11:31:20Z
1912,1532,1970-01-01T11:31:20Z
1449,1531,1970-01-01T11:31:20Z
1569,1520,1970-01-01T11:31:20Z
1590,1602,1970-01-01T11:31:20Z
1628,1762,1970-01-01T11:31:20Z
1628,1650,1970-01-01T11:31:20Z
1676,1740,1970-01-01T11:31:20Z
1688,1696,1970-01-01T11:31:20Z
1740,1761,1970-01-01T11:31:20Z
1790,1532,1970-01-01T11:31:20Z
1790,1805,1970-01-01T11:31:20Z
1805,1828,1970-01-01T11:31:20Z
1805,1532,1970-01-01T11:31:20Z
1825,1443,1970-01-01T11:31:20Z
1828,1532,1970-01-01T11:31:20Z
1512,1531,1970-01-01T11:31:20Z
1541,1555,1970-01-01T11:31:20Z
1541,1533,1970-01-01T11:31:20Z
1563,1592,1970-01-01T11:31:20Z
1601,1920,1970-01-01T11:31:20Z
1617,1464,1970-01-01T11:31:20Z
1676,1761,1970-01-01T11:31:20Z
1731,1828,1970-01-01T11:31:20Z
1828,1888,1970-01-01T11:31:20Z
1434,1469,1970-01-01T11:31:20Z
1544,1599,1970-01-01T11:31:20Z
1599,1659,1970-01-01T11:31:20Z
1628,1668,1970-01-01T11:31:20Z
1688,1757,1970-01-01T11:31:20Z
1716,1848,1970-01-01T11:31:20Z
1460,1499,1970-01-01T11:31:20Z
1603,1531,1970-01-01T11:31:20Z
1742,1513,1970-01-01T11:31:20Z
1731,1912,1970-01-01T11:31:20Z
1840,1489,1970-01-01T11:31:20Z
1888,1916,1970-01-01T11:31:20Z
1912,1916,1970-01-01T11:31:20Z
1604,1616,1970-01-01T11:31:20Z
1696,1757,1970-01-01T11:31:20Z
1770,1842,1970-01-01T11:31:20Z
1460,1525,1970-01-01T11:31:20Z
1916,1532,1970-01-01T11:31:20Z
1499,1525,1970-01-01T11:31:20Z
1544,1659,1970-01-01T11:31:20Z
1790,1828,1970-01-01T11:31:20Z
1443,1523,1970-01-01T11:31:20Z
1731,1863,1970-01-01T11:31:20Z
1805,1863,1970-01-01T11:31:20Z
1790,1912,1970-01-01T11:31:20Z
1731,1790,1970-01-01T11:31:20Z
1790,1863,1970-01-01T11:31:20Z
1805,1888,1970-01-01T11:31:20Z
1888,1912,1970-01-01T11:31:20Z
1863,1916,1970-01-01T11:31:20Z
1790,1888,1970-01-01T11:31:20Z
1863,1912,1970-01-01T11:31:20Z
1731,1888,1970-01-01T11:31:20Z
1731,1805,1970-01-01T11:31:20Z
1805,1916,1970-01-01T11:31:20Z
1828,1916,1970-01-01T11:31:20Z
1863,1888,1970-01-01T11:31:20Z
1731,1532,1970-01-01T11:31:20Z
1650,1762,1970-01-01T11:31:20Z
1668,1762,1970-01-01T11:31:20Z
1790,1916,1970-01-01T11:31:20Z
1731,1916,1970-01-01T11:31:20Z
1650,1668,1970-01-01T11:31:20Z
1537,1628,1970-01-01T11:31:40Z
1543,1634,1970-01-01T11:31:40Z
1569,1520,1970-01-01T11:31:40Z
1578,1501,1970-01-01T11:31:40Z
1590,1602,1970-01-01T11:31:40Z
1628,1762,1970-01-01T11:31:40Z
1628,1650,1970-01-01T11:31:40Z
1676,1740,1970-01-01T11:31:40Z
1688,1696,1970-01-01T11:31:40Z
1740,1761,1970-01-01T11:31:40Z
1774,1888,1970-01-01T11:31:40Z
1790,1532,1970-01-01T11:31:40Z
1790,1805,1970-01-01T11:31:40Z
1805,1828,1970-01-01T11:31:40Z
1805,1532,1970-01-01T11:31:40Z
1825,1443,1970-01-01T11:31:40Z
1828,1532,1970-01-01T11:31:40Z
1500,1511,1970-01-01T11:31:40Z
1512,1531,1970-01-01T11:31:40Z
1523,1529,1970-01-01T11:31:40Z
1541,1555,1970-01-01T11:31:40Z
1541,1533,1970-01-01T11:31:40Z
1563,1592,1970-01-01T11:31:40Z
1583,1825,1970-01-01T11:31:40Z
1601,1920,1970-01-01T11:31:40Z
1617,1464,1970-01-01T11:31:40Z
1676,1761,1970-01-01T11:31:40Z
1731,1828,1970-01-01T11:31:40Z
1828,1888,1970-01-01T11:31:40Z
1431,1516,1970-01-01T11:31:40Z
1434,1469,1970-01-01T11:31:40Z
1496,1505,1970-01-01T11:31:40Z
1544,1599,1970-01-01T11:31:40Z
1599,1659,1970-01-01T11:31:40Z
1628,1668,1970-01-01T11:31:40Z
1688,1757,1970-01-01T11:31:40Z
1716,1848,1970-01-01T11:31:40Z
1919,1510,1970-01-01T11:31:40Z
1460,1499,1970-01-01T11:31:40Z
1603,1531,1970-01-01T11:31:40Z
1742,1513,1970-01-01T11:31:40Z
1805,1912,1970-01-01T11:31:40Z
1546,1468,1970-01-01T11:31:40Z
1587,1535,1970-01-01T11:31:40Z
1731,1912,1970-01-01T11:31:40Z
1840,1489,1970-01-01T11:31:40Z
1888,1524,1970-01-01T11:31:40Z
1888,1916,1970-01-01T11:31:40Z
1912,1916,1970-01-01T11:31:40Z
1549,1443,1970-01-01T11:31:40Z
1604,1616,1970-01-01T11:31:40Z
1696,1757,1970-01-01T11:31:40Z
1770,1842,1970-01-01T11:31:40Z
1460,1525,1970-01-01T11:31:40Z
